oppervlakte_m2,index_right,buurtcode,p_le_2,netto_splitsbaar_m2,max_units_after_split,split_feasible,units_added_if_split,expected_units_added
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
125,5556.0,BU04060817,0.39,112.5,2,True,1,0.03900000000000001
1221,5555.0,BU04060716,0.9,1098.9,2,True,1,0.09000000000000001
169,5555.0,BU04060716,0.478,152.1,2,True,1,0.0478
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
216,5549.0,BU04060410,0.5720000000000001,194.4,2,True,1,0.05720000000000001
163,5556.0,BU04060817,0.46599999999999997,146.70000000000002,2,True,1,0.0466
172,5549.0,BU04060410,0.484,154.8,2,True,1,0.0484
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
187,5549.0,BU04060410,0.514,168.3,2,True,1,0.0514
145,5556.0,BU04060817,0.43,130.5,2,True,1,0.043000000000000003
144,5548.0,BU04060409,0.428,129.6,2,True,1,0.042800000000000005
142,5538.0,BU04060103,0.424,127.8,2,True,1,0.0424
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
269,5537.0,BU04060002,0.6779999999999999,242.1,2,True,1,0.0678
198,5538.0,BU04060103,0.536,178.20000000000002,2,True,1,0.05360000000000001
133,5555.0,BU04060716,0.40599999999999997,119.7,2,True,1,0.0406
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
120,5549.0,BU04060410,0.38,108.0,2,True,1,0.038000000000000006
126,5549.0,BU04060410,0.392,113.4,2,True,1,0.039200000000000006
133,5555.0,BU04060716,0.40599999999999997,119.7,2,True,1,0.0406
260,5548.0,BU04060409,0.6599999999999999,234.0,2,True,1,0.06599999999999999
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
137,5538.0,BU04060103,0.414,123.3,2,True,1,0.0414
145,5556.0,BU04060817,0.43,130.5,2,True,1,0.043000000000000003
321,5541.0,BU04060206,0.782,288.90000000000003,2,True,1,0.0782
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
249,5549.0,BU04060410,0.638,224.1,2,True,1,0.06380000000000001
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
150,5549.0,BU04060410,0.44,135.0,2,True,1,0.044000000000000004
146,5536.0,BU04060001,0.432,131.4,2,True,1,0.0432
135,5555.0,BU04060716,0.41,121.5,2,True,1,0.041
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
205,5538.0,BU04060103,0.55,184.5,2,True,1,0.05500000000000001
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
128,5536.0,BU04060001,0.396,115.2,2,True,1,0.0396
147,5556.0,BU04060817,0.434,132.3,2,True,1,0.0434
165,5555.0,BU04060716,0.47,148.5,2,True,1,0.047
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
145,5556.0,BU04060817,0.43,130.5,2,True,1,0.043000000000000003
177,5538.0,BU04060103,0.494,159.3,2,True,1,0.0494
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
229,5536.0,BU04060001,0.598,206.1,2,True,1,0.0598
133,5555.0,BU04060716,0.40599999999999997,119.7,2,True,1,0.0406
151,5537.0,BU04060002,0.442,135.9,2,True,1,0.0442
243,5536.0,BU04060001,0.626,218.70000000000002,2,True,1,0.0626
165,5556.0,BU04060817,0.47,148.5,2,True,1,0.047
128,5537.0,BU04060002,0.396,115.2,2,True,1,0.0396
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
170,5536.0,BU04060001,0.48,153.0,2,True,1,0.048
170,5548.0,BU04060409,0.48,153.0,2,True,1,0.048
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
187,5536.0,BU04060001,0.514,168.3,2,True,1,0.0514
139,5555.0,BU04060716,0.418,125.10000000000001,2,True,1,0.041800000000000004
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
146,5556.0,BU04060817,0.432,131.4,2,True,1,0.0432
245,5537.0,BU04060002,0.63,220.5,2,True,1,0.063
147,5555.0,BU04060716,0.434,132.3,2,True,1,0.0434
176,5538.0,BU04060103,0.492,158.4,2,True,1,0.0492
135,5555.0,BU04060716,0.41,121.5,2,True,1,0.041
155,5537.0,BU04060002,0.44999999999999996,139.5,2,True,1,0.045
180,5536.0,BU04060001,0.5,162.0,2,True,1,0.05
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
120,5537.0,BU04060002,0.38,108.0,2,True,1,0.038000000000000006
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
145,5556.0,BU04060817,0.43,130.5,2,True,1,0.043000000000000003
138,5555.0,BU04060716,0.416,124.2,2,True,1,0.0416
124,5538.0,BU04060103,0.388,111.60000000000001,2,True,1,0.0388
142,5536.0,BU04060001,0.424,127.8,2,True,1,0.0424
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
125,5537.0,BU04060002,0.39,112.5,2,True,1,0.03900000000000001
173,5537.0,BU04060002,0.486,155.70000000000002,2,True,1,0.048600000000000004
161,5556.0,BU04060817,0.46199999999999997,144.9,2,True,1,0.0462
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
185,5538.0,BU04060103,0.51,166.5,2,True,1,0.051000000000000004
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
1345,5554.0,BU04060615,0.9,1210.5,2,True,1,0.09000000000000001
147,5556.0,BU04060817,0.434,132.3,2,True,1,0.0434
151,5555.0,BU04060716,0.442,135.9,2,True,1,0.0442
130,5537.0,BU04060002,0.4,117.0,2,True,1,0.04000000000000001
135,5537.0,BU04060002,0.41,121.5,2,True,1,0.041
131,5555.0,BU04060716,0.402,117.9,2,True,1,0.04020000000000001
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
145,5556.0,BU04060817,0.43,130.5,2,True,1,0.043000000000000003
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
223,5539.0,BU04060204,0.5860000000000001,200.70000000000002,2,True,1,0.05860000000000001
121,5537.0,BU04060002,0.382,108.9,2,True,1,0.038200000000000005
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
302,5539.0,BU04060204,0.744,271.8,2,True,1,0.07440000000000001
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
145,5556.0,BU04060817,0.43,130.5,2,True,1,0.043000000000000003
130,5555.0,BU04060716,0.4,117.0,2,True,1,0.04000000000000001
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
664,5539.0,BU04060204,0.9,597.6,2,True,1,0.09000000000000001
459,5555.0,BU04060716,0.9,413.1,2,True,1,0.09000000000000001
124,5554.0,BU04060615,0.388,111.60000000000001,2,True,1,0.0388
336,5539.0,BU04060204,0.812,302.40000000000003,2,True,1,0.08120000000000001
854,5555.0,BU04060716,0.9,768.6,2,True,1,0.09000000000000001
145,5556.0,BU04060817,0.43,130.5,2,True,1,0.043000000000000003
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
249,5541.0,BU04060206,0.638,224.1,2,True,1,0.06380000000000001
152,5555.0,BU04060716,0.444,136.8,2,True,1,0.0444
355,5539.0,BU04060204,0.8500000000000001,319.5,2,True,1,0.08500000000000002
128,5536.0,BU04060001,0.396,115.2,2,True,1,0.0396
124,5537.0,BU04060002,0.388,111.60000000000001,2,True,1,0.0388
138,5556.0,BU04060817,0.416,124.2,2,True,1,0.0416
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
461,5539.0,BU04060204,0.9,414.90000000000003,2,True,1,0.09000000000000001
135,5536.0,BU04060001,0.41,121.5,2,True,1,0.041
135,5537.0,BU04060002,0.41,121.5,2,True,1,0.041
140,5537.0,BU04060002,0.42,126.0,2,True,1,0.042
194,5539.0,BU04060204,0.528,174.6,2,True,1,0.05280000000000001
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
132,5556.0,BU04060817,0.404,118.8,2,True,1,0.040400000000000005
160,5555.0,BU04060716,0.45999999999999996,144.0,2,True,1,0.046
147,5556.0,BU04060817,0.434,132.3,2,True,1,0.0434
501,5539.0,BU04060204,0.9,450.90000000000003,2,True,1,0.09000000000000001
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
123,5556.0,BU04060817,0.386,110.7,2,True,1,0.0386
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
145,5556.0,BU04060817,0.43,130.5,2,True,1,0.043000000000000003
134,5538.0,BU04060103,0.408,120.60000000000001,2,True,1,0.0408
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
147,5556.0,BU04060817,0.434,132.3,2,True,1,0.0434
362,5548.0,BU04060409,0.8640000000000001,325.8,2,True,1,0.08640000000000002
154,5549.0,BU04060410,0.44799999999999995,138.6,2,True,1,0.0448
133,5537.0,BU04060002,0.40599999999999997,119.7,2,True,1,0.0406
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
145,5556.0,BU04060817,0.43,130.5,2,True,1,0.043000000000000003
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
125,5537.0,BU04060002,0.39,112.5,2,True,1,0.03900000000000001
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
443,5537.0,BU04060002,0.9,398.7,2,True,1,0.09000000000000001
137,5555.0,BU04060716,0.414,123.3,2,True,1,0.0414
120,5537.0,BU04060002,0.38,108.0,2,True,1,0.038000000000000006
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
179,5536.0,BU04060001,0.498,161.1,2,True,1,0.049800000000000004
134,5538.0,BU04060103,0.408,120.60000000000001,2,True,1,0.0408
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
133,5555.0,BU04060716,0.40599999999999997,119.7,2,True,1,0.0406
125,5556.0,BU04060817,0.39,112.5,2,True,1,0.03900000000000001
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
130,5549.0,BU04060410,0.4,117.0,2,True,1,0.04000000000000001
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
125,5556.0,BU04060817,0.39,112.5,2,True,1,0.03900000000000001
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
134,5555.0,BU04060716,0.408,120.60000000000001,2,True,1,0.0408
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
290,5537.0,BU04060002,0.72,261.0,2,True,1,0.072
122,5549.0,BU04060410,0.384,109.8,2,True,1,0.038400000000000004
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
139,5555.0,BU04060716,0.418,125.10000000000001,2,True,1,0.041800000000000004
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
304,5536.0,BU04060001,0.748,273.6,2,True,1,0.0748
237,5549.0,BU04060410,0.614,213.3,2,True,1,0.0614
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
139,5537.0,BU04060002,0.418,125.10000000000001,2,True,1,0.041800000000000004
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
332,5549.0,BU04060410,0.804,298.8,2,True,1,0.08040000000000001
180,5536.0,BU04060001,0.5,162.0,2,True,1,0.05
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
128,5537.0,BU04060002,0.396,115.2,2,True,1,0.0396
128,5549.0,BU04060410,0.396,115.2,2,True,1,0.0396
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
128,5555.0,BU04060716,0.396,115.2,2,True,1,0.0396
166,5549.0,BU04060410,0.472,149.4,2,True,1,0.0472
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
234,5549.0,BU04060410,0.608,210.6,2,True,1,0.0608
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
162,5536.0,BU04060001,0.46399999999999997,145.8,2,True,1,0.0464
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
151,5549.0,BU04060410,0.442,135.9,2,True,1,0.0442
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
146,5549.0,BU04060410,0.432,131.4,2,True,1,0.0432
234,5549.0,BU04060410,0.608,210.6,2,True,1,0.0608
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
122,5537.0,BU04060002,0.384,109.8,2,True,1,0.038400000000000004
127,5549.0,BU04060410,0.394,114.3,2,True,1,0.039400000000000004
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
131,5555.0,BU04060716,0.402,117.9,2,True,1,0.04020000000000001
132,5549.0,BU04060410,0.404,118.8,2,True,1,0.040400000000000005
221,5549.0,BU04060410,0.5820000000000001,198.9,2,True,1,0.05820000000000001
127,5537.0,BU04060002,0.394,114.3,2,True,1,0.039400000000000004
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
128,5555.0,BU04060716,0.396,115.2,2,True,1,0.0396
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
220,5549.0,BU04060410,0.5800000000000001,198.0,2,True,1,0.05800000000000001
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
166,5549.0,BU04060410,0.472,149.4,2,True,1,0.0472
124,5555.0,BU04060716,0.388,111.60000000000001,2,True,1,0.0388
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
226,5549.0,BU04060410,0.592,203.4,2,True,1,0.0592
123,5537.0,BU04060002,0.386,110.7,2,True,1,0.0386
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
150,5555.0,BU04060716,0.44,135.0,2,True,1,0.044000000000000004
454,5537.0,BU04060002,0.9,408.6,2,True,1,0.09000000000000001
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
188,5536.0,BU04060001,0.516,169.20000000000002,2,True,1,0.05160000000000001
127,5549.0,BU04060410,0.394,114.3,2,True,1,0.039400000000000004
121,5549.0,BU04060410,0.382,108.9,2,True,1,0.038200000000000005
120,5549.0,BU04060410,0.38,108.0,2,True,1,0.038000000000000006
164,5549.0,BU04060410,0.46799999999999997,147.6,2,True,1,0.0468
144,5537.0,BU04060002,0.428,129.6,2,True,1,0.042800000000000005
124,5549.0,BU04060410,0.388,111.60000000000001,2,True,1,0.0388
138,5549.0,BU04060410,0.416,124.2,2,True,1,0.0416
159,5549.0,BU04060410,0.45799999999999996,143.1,2,True,1,0.0458
122,5549.0,BU04060410,0.384,109.8,2,True,1,0.038400000000000004
195,5549.0,BU04060410,0.53,175.5,2,True,1,0.053000000000000005
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
160,5537.0,BU04060002,0.45999999999999996,144.0,2,True,1,0.046
148,5536.0,BU04060001,0.436,133.20000000000002,2,True,1,0.0436
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
206,5549.0,BU04060410,0.552,185.4,2,True,1,0.055200000000000006
159,5554.0,BU04060615,0.45799999999999996,143.1,2,True,1,0.0458
143,5549.0,BU04060410,0.426,128.70000000000002,2,True,1,0.0426
215,5548.0,BU04060409,0.5700000000000001,193.5,2,True,1,0.05700000000000001
141,5538.0,BU04060103,0.422,126.9,2,True,1,0.0422
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
174,5555.0,BU04060716,0.488,156.6,2,True,1,0.0488
128,5549.0,BU04060410,0.396,115.2,2,True,1,0.0396
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
184,5540.0,BU04060205,0.508,165.6,2,True,1,0.050800000000000005
142,5537.0,BU04060002,0.424,127.8,2,True,1,0.0424
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
128,5537.0,BU04060002,0.396,115.2,2,True,1,0.0396
291,5549.0,BU04060410,0.722,261.90000000000003,2,True,1,0.0722
165,5536.0,BU04060001,0.47,148.5,2,True,1,0.047
134,5549.0,BU04060410,0.408,120.60000000000001,2,True,1,0.0408
3620,5552.0,BU04060513,0.9,3258.0,2,True,1,0.09000000000000001
145,5540.0,BU04060205,0.43,130.5,2,True,1,0.043000000000000003
155,5538.0,BU04060103,0.44999999999999996,139.5,2,True,1,0.045
374,5550.0,BU04060511,0.8879999999999999,336.6,2,True,1,0.08879999999999999
398,5538.0,BU04060103,0.9,358.2,2,True,1,0.09000000000000001
135,5536.0,BU04060001,0.41,121.5,2,True,1,0.041
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
148,5536.0,BU04060001,0.436,133.20000000000002,2,True,1,0.0436
144,5555.0,BU04060716,0.428,129.6,2,True,1,0.042800000000000005
135,5536.0,BU04060001,0.41,121.5,2,True,1,0.041
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
144,5555.0,BU04060716,0.428,129.6,2,True,1,0.042800000000000005
142,5537.0,BU04060002,0.424,127.8,2,True,1,0.0424
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
141,5540.0,BU04060205,0.422,126.9,2,True,1,0.0422
172,5538.0,BU04060103,0.484,154.8,2,True,1,0.0484
144,5555.0,BU04060716,0.428,129.6,2,True,1,0.042800000000000005
126,5536.0,BU04060001,0.392,113.4,2,True,1,0.039200000000000006
162,5537.0,BU04060002,0.46399999999999997,145.8,2,True,1,0.0464
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
378,5539.0,BU04060204,0.8959999999999999,340.2,2,True,1,0.0896
647,5542.0,BU04060307,0.9,582.3000000000001,2,True,1,0.09000000000000001
161,5549.0,BU04060410,0.46199999999999997,144.9,2,True,1,0.0462
144,5555.0,BU04060716,0.428,129.6,2,True,1,0.042800000000000005
230,5539.0,BU04060204,0.6,207.0,2,True,1,0.06
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
282,5539.0,BU04060204,0.704,253.8,2,True,1,0.0704
144,5555.0,BU04060716,0.428,129.6,2,True,1,0.042800000000000005
139,5537.0,BU04060002,0.418,125.10000000000001,2,True,1,0.041800000000000004
394,5539.0,BU04060204,0.9,354.6,2,True,1,0.09000000000000001
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
120,5537.0,BU04060002,0.38,108.0,2,True,1,0.038000000000000006
183,5537.0,BU04060002,0.506,164.70000000000002,2,True,1,0.050600000000000006
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
136,5555.0,BU04060716,0.412,122.4,2,True,1,0.0412
150,5549.0,BU04060410,0.44,135.0,2,True,1,0.044000000000000004
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
137,5555.0,BU04060716,0.414,123.3,2,True,1,0.0414
208,5549.0,BU04060410,0.556,187.20000000000002,2,True,1,0.05560000000000001
142,5538.0,BU04060103,0.424,127.8,2,True,1,0.0424
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
148,5555.0,BU04060716,0.436,133.20000000000002,2,True,1,0.0436
380,5537.0,BU04060002,0.8999999999999999,342.0,2,True,1,0.09
191,5536.0,BU04060001,0.522,171.9,2,True,1,0.0522
136,5555.0,BU04060716,0.412,122.4,2,True,1,0.0412
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
129,5556.0,BU04060817,0.398,116.10000000000001,2,True,1,0.0398
125,5537.0,BU04060002,0.39,112.5,2,True,1,0.03900000000000001
391,5548.0,BU04060409,0.9,351.90000000000003,2,True,1,0.09000000000000001
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
136,5555.0,BU04060716,0.412,122.4,2,True,1,0.0412
133,5549.0,BU04060410,0.40599999999999997,119.7,2,True,1,0.0406
160,5546.0,BU04060329,0.45999999999999996,144.0,2,True,1,0.046
129,5556.0,BU04060817,0.398,116.10000000000001,2,True,1,0.0398
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
230,5549.0,BU04060410,0.6,207.0,2,True,1,0.06
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
144,5555.0,BU04060716,0.428,129.6,2,True,1,0.042800000000000005
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
129,5556.0,BU04060817,0.398,116.10000000000001,2,True,1,0.0398
186,5549.0,BU04060410,0.512,167.4,2,True,1,0.0512
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
142,5536.0,BU04060001,0.424,127.8,2,True,1,0.0424
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
126,5537.0,BU04060002,0.392,113.4,2,True,1,0.039200000000000006
129,5556.0,BU04060817,0.398,116.10000000000001,2,True,1,0.0398
318,5549.0,BU04060410,0.776,286.2,2,True,1,0.0776
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
135,5555.0,BU04060716,0.41,121.5,2,True,1,0.041
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
413,5540.0,BU04060205,0.9,371.7,2,True,1,0.09000000000000001
201,5536.0,BU04060001,0.542,180.9,2,True,1,0.054200000000000005
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
135,5555.0,BU04060716,0.41,121.5,2,True,1,0.041
150,5537.0,BU04060002,0.44,135.0,2,True,1,0.044000000000000004
150,5549.0,BU04060410,0.44,135.0,2,True,1,0.044000000000000004
413,5539.0,BU04060204,0.9,371.7,2,True,1,0.09000000000000001
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
441,5539.0,BU04060204,0.9,396.90000000000003,2,True,1,0.09000000000000001
136,5555.0,BU04060716,0.412,122.4,2,True,1,0.0412
128,5537.0,BU04060002,0.396,115.2,2,True,1,0.0396
196,5537.0,BU04060002,0.532,176.4,2,True,1,0.053200000000000004
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
320,5541.0,BU04060206,0.78,288.0,2,True,1,0.07800000000000001
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
144,5555.0,BU04060716,0.428,129.6,2,True,1,0.042800000000000005
183,5549.0,BU04060410,0.506,164.70000000000002,2,True,1,0.050600000000000006
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
130,5537.0,BU04060002,0.4,117.0,2,True,1,0.04000000000000001
342,5539.0,BU04060204,0.8240000000000001,307.8,2,True,1,0.08240000000000001
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
143,5549.0,BU04060410,0.426,128.70000000000002,2,True,1,0.0426
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
128,5549.0,BU04060410,0.396,115.2,2,True,1,0.0396
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
124,5537.0,BU04060002,0.388,111.60000000000001,2,True,1,0.0388
192,5540.0,BU04060205,0.524,172.8,2,True,1,0.0524
137,5536.0,BU04060001,0.414,123.3,2,True,1,0.0414
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
128,5556.0,BU04060817,0.396,115.2,2,True,1,0.0396
134,5549.0,BU04060410,0.408,120.60000000000001,2,True,1,0.0408
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
178,5540.0,BU04060205,0.496,160.20000000000002,2,True,1,0.049600000000000005
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
129,5537.0,BU04060002,0.398,116.10000000000001,2,True,1,0.0398
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
127,5556.0,BU04060817,0.394,114.3,2,True,1,0.039400000000000004
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
122,5537.0,BU04060002,0.384,109.8,2,True,1,0.038400000000000004
132,5555.0,BU04060716,0.404,118.8,2,True,1,0.040400000000000005
235,5544.0,BU04060327,0.61,211.5,2,True,1,0.061
123,5555.0,BU04060716,0.386,110.7,2,True,1,0.0386
